id,name,provider,rank,categories,imageUrl,localImage
"2107","Myth of Phoenix","","2196","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3083/EG-SLOT-A049.webp","images/unknown__Myth_of_Phoenix__2107.webp"
"2108","Songkran Party","","2197","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3083/EG-SLOT-A054.webp","images/unknown__Songkran_Party__2108.webp"
"2109","Doggie Star","","2198","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3083/EG-SLOT-A056.webp","images/unknown__Doggie_Star__2109.webp"
"2110","Angels &amp; Demons","","2199","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3083/EG-SLOT-S005.webp","images/unknown__Angels_amp_Demons__2110.webp"
"2111","Zombie Hunter","","2200","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3083/EG-SLOT-S007.webp","images/unknown__Zombie_Hunter__2111.webp"
"2112","Cage Fight","","2201","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3083/EG-SLOT-S008.webp","images/unknown__Cage_Fight__2112.webp"
"2113","Super Tiger Baccarat","","2202","EVOCASHREBATE|Live","https://cp-images.casinoplus.live/images/cpms/26-05/4186_ELV810_h5_260521172335.webp","images/unknown__Super_Tiger_Baccarat__2113.webp"
"2114","Kanto Feast","","2203","Slots","https://cp-images.casinoplus.live/images/cpms/26-05/3039_slot009_h5_260525180302.webp","images/unknown__Kanto_Feast__2114.webp"
"2115","Pacman Fortune Gems","JILI","2205","Slots","https://cp-images.casinoplus.live/images/cpms/jili/mobile/560.webp","images/JILI__Pacman_Fortune_Gems__2115.webp"
"2116","Sugar Rush Super Scatter","","2206","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3031_vs20sugrushss_h5_260701200639.webp","images/unknown__Sugar_Rush_Super_Scatter__2116.webp"
"2117","Starlight Princess Super Scatter","PP","2208","Slots","https://cp-images.casinoplus.live/images/cpms/pp/mobile/vs20starprss.webp","images/PP__Starlight_Princess_Super_Scatter__2117.webp"
"2118","Gem Trio","PP","2210","Slots","https://cp-images.casinoplus.live/images/cpms/pp/mobile/vs9gemtrio.webp","images/PP__Gem_Trio__2118.webp"
"2119","Chilli Heat Spicy Spins","PP","2211","Slots","https://cp-images.casinoplus.live/images/cpms/pp/mobile/vs10chillihmr.webp","images/PP__Chilli_Heat_Spicy_Spins__2119.webp"
"2120","You Can Piggy Bank On It","PP","2212","","https://cp-images.casinoplus.live/images/cpms/pp/mobile/vs10piggybank.webp","images/PP__You_Can_Piggy_Bank_On_It__2120.webp"
"2121","Club Tropicana – Happy Hour","PP","2213","","https://cp-images.casinoplus.live/images/cpms/pp/mobile/vs12trpcnhour.webp","images/PP__Club_Tropicana_Happy_Hour__2121.webp"
"2122","Hoops Legends","","2214","Slots","https://cp-images.casinoplus.live/images/cpms/26-05/3039_slot004_h5_260519210651.webp","images/unknown__Hoops_Legends__2122.webp"
"2123","Texas Poker","","2215","Live|Poker","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3021/h5/7_h5.webp","images/unknown__Texas_Poker__2123.webp"
"2124","Mangkukulam","","2216","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3050_zhumeng008_h5_260701193917.webp","images/unknown__Mangkukulam__2124.webp"
"2125","Hiyas Gems","","2217","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3081/PSS-ON-00165.webp","images/unknown__Hiyas_Gems__2125.webp"
"2126","Super Gems","","2218","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3081/PSS-ON-00166.webp","images/unknown__Super_Gems__2126.webp"
"2127","Crazy Time A","EGS","2219","Perya","https://cp-images.casinoplus.live/images/cpms/egs/mobile/CrazyTime0000002.webp","images/EGS__Crazy_Time_A__2127.webp"
"2128","Power Of Merlin Megaways","PP","2220","Slots","https://cp-images.casinoplus.live/images/cpms/pp/mobile/vswayspowzeus.webp","images/PP__Power_Of_Merlin_Megaways__2128.webp"
"2129","Go Go Rise","FC","2221","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n27008.webp","images/FC__Go_Go_Rise__2129.webp"
"2130","Blackjack Fortune Vip","EGS","2223","Live","https://cp-images.casinoplus.live/images/cpms/egs/mobile/ejx1a04w4ben0mou.webp","images/EGS__Blackjack_Fortune_Vip__2130.webp"
"2131","Blackjack Platinum Vip","EGS","2224","Live","https://cp-images.casinoplus.live/images/cpms/egs/mobile/h463tlq1rhl1lfr2.webp","images/EGS__Blackjack_Platinum_Vip__2131.webp"
"2132","786 SLOT","","2225","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/270.webp","images/unknown__786_SLOT__2132.webp"
"2133","Boom Bird","","2226","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/103.webp","images/unknown__Boom_Bird__2133.webp"
"2134","Dancing Drums","","2227","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/275.webp","images/unknown__Dancing_Drums__2134.webp"
"2135","Boom Fishing","","2228","Slots|Fishing","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/102.webp","images/unknown__Boom_Fishing__2135.webp"
"2136","The Eden Throne","","2229","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/286.webp","images/unknown__The_Eden_Throne__2136.webp"
"2137","Captain Whale","","2230","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/100.webp","images/unknown__Captain_Whale__2137.webp"
"2138","JP Mahjong","","2231","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/268.webp","images/unknown__JP_Mahjong__2138.webp"
"2139","Cash Maker 3","","2232","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/107.webp","images/unknown__Cash_Maker_3__2139.webp"
"2140","Money Machine","","2233","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/288.webp","images/unknown__Money_Machine__2140.webp"
"2141","Golden Horse Chess","","2234","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/104.webp","images/unknown__Golden_Horse_Chess__2141.webp"
"2142","Magnificent Thief","","2235","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/47.webp","images/unknown__Magnificent_Thief__2142.webp"
"2143","Loong Fa Le","","2236","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/101.webp","images/unknown__Loong_Fa_Le__2143.webp"
"2144","Mahjong Big Three","","2238","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/105.webp","images/unknown__Mahjong_Big_Three__2144.webp"
"2145","Auspicious Fortune God 2","","2239","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/290.webp","images/unknown__Auspicious_Fortune_God_2__2145.webp"
"2146","Maya Golden City 7","","2240","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/106.webp","images/unknown__Maya_Golden_City_7__2146.webp"
"2147","Flower of Riches","","2241","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/279.webp","images/unknown__Flower_of_Riches__2147.webp"
"2148","100x Diamond 7","","2242","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/049.webp","images/unknown__100x_Diamond_7__2148.webp"
"2149","Dragon Ball ‧ Destiny","","2243","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/271.webp","images/unknown__Dragon_Ball_Destiny__2149.webp"
"2150","100x Lions 7","","2244","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/051.webp","images/unknown__100x_Lions_7__2150.webp"
"2151","The Desire of the Wild","","2245","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/261.webp","images/unknown__The_Desire_of_the_Wild__2151.webp"
"2152","10x Diamond 7","","2246","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/036.webp","images/unknown__10x_Diamond_7__2152.webp"
"2153","Ramayana","","2247","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/48.webp","images/unknown__Ramayana__2153.webp"
"2154","10x Lions 7","","2248","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/050.webp","images/unknown__10x_Lions_7__2154.webp"
"2155","Gold Mahjong","","2249","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/291.webp","images/unknown__Gold_Mahjong__2155.webp"
"2156","5x Diamond 7","","2250","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/023.webp","images/unknown__5x_Diamond_7__2156.webp"
"2157","Wild Settlement","","2251","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/10.webp","images/unknown__Wild_Settlement__2157.webp"
"2158","777 More Cash","","2252","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/029.webp","images/unknown__777_More_Cash__2158.webp"
"2159","NiuNiu Mahjong","","2253","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/259.webp","images/unknown__NiuNiu_Mahjong__2159.webp"
"2160","Bank Robbery","","2254","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/048.webp","images/unknown__Bank_Robbery__2160.webp"
"2161","Fortune Telling","","2255","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/41.webp","images/unknown__Fortune_Telling__2161.webp"
"2162","Barista Bonanza","","2256","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/069.webp","images/unknown__Barista_Bonanza__2162.webp"
"2163","5PK","","2257","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/51.webp","images/unknown__5PK__2163.webp"
"2164","Bison Gallop","","2258","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/081.webp","images/unknown__Bison_Gallop__2164.webp"
"2165","Ancient Creatures","","2259","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/53.webp","images/unknown__Ancient_Creatures__2165.webp"
"2166","Bounty Pirate","","2260","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/074.webp","images/unknown__Bounty_Pirate__2166.webp"
"2167","Assassinating Signal","","2261","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/12.webp","images/unknown__Assassinating_Signal__2167.webp"
"2168","Candy Xmas","","2262","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/044.webp","images/unknown__Candy_Xmas__2168.webp"
"2169","Auspicious Fortune God","","2263","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/266.webp","images/unknown__Auspicious_Fortune_God__2169.webp"
"2170","Captain Fishing","","2264","Slots|Fishing","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/060.webp","images/unknown__Captain_Fishing__2170.webp"
"2171","Cash Maker","","2265","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/077.webp","images/unknown__Cash_Maker__2171.webp"
"2172","Cash Maker 2","","2266","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/095.webp","images/unknown__Cash_Maker_2__2172.webp"
"2173","Banana Craze","","2267","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3060/1988427174863962113.webp","images/unknown__Banana_Craze__2173.webp"
"2174","Beans of Wonder","","2268","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/245.webp","images/unknown__Beans_of_Wonder__2174.webp"
"2175","Cash Rich","","2269","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/082.webp","images/unknown__Cash_Rich__2175.webp"
"2176","Chain Spin","","2270","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/066.webp","images/unknown__Chain_Spin__2176.webp"
"2177","Caribbean Voyage","","2271","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/264.webp","images/unknown__Caribbean_Voyage__2177.webp"
"2178","Chill Fishing","","2272","Slots|Fishing","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/030.webp","images/unknown__Chill_Fishing__2178.webp"
"2179","Crazy Lab","","2274","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/1.webp","images/unknown__Crazy_Lab__2179.webp"
"2180","Cone Bonanza","","2275","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/059.webp","images/unknown__Cone_Bonanza__2180.webp"
"2181","Dinosaur Egg 2","","2276","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/098.webp","images/unknown__Dinosaur_Egg_2__2181.webp"
"2182","Dog","","2278","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/054.webp","images/unknown__Dog__2182.webp"
"2183","DJ Rabbit","","2279","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/287.webp","images/unknown__DJ_Rabbit__2183.webp"
"2184","Dragon Zuma","","2280","Slots|Fishing","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/018.webp","images/unknown__Dragon_Zuma__2184.webp"
"2185","Dragon Gate Trial","","2281","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/254.webp","images/unknown__Dragon_Gate_Trial__2185.webp"
"2186","Elves Town","","2283","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/9.webp","images/unknown__Elves_Town__2186.webp"
"2187","Fortune Fishing","","2284","Slots|Fishing","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/068.webp","images/unknown__Fortune_Fishing__2187.webp"
"2188","Eternal Kiss","","2285","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/253.webp","images/unknown__Eternal_Kiss__2188.webp"
"2189","Fortune God Coming","","2286","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/035.webp","images/unknown__Fortune_God_Coming__2189.webp"
"2190","Fancy Poker 5","","2287","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/281.webp","images/unknown__Fancy_Poker_5__2190.webp"
"2191","Fortune Lions 7","","2288","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/021.webp","images/unknown__Fortune_Lions_7__2191.webp"
"2192","Fast &amp; Furious","","2289","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/280.webp","images/unknown__Fast_amp_Furious__2192.webp"
"2193","Fortune Lucky 7","","2290","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/028.webp","images/unknown__Fortune_Lucky_7__2193.webp"
"2194","Pika Pika","","2291","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3060/1981540190006542337.webp","images/unknown__Pika_Pika__2194.webp"
"2195","Flame and Storm","","2292","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/295.webp","images/unknown__Flame_and_Storm__2195.webp"
"2196","Fortune Rolling","","2293","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/088.webp","images/unknown__Fortune_Rolling__2196.webp"
"2197","Fortress War","","2294","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/252.webp","images/unknown__Fortress_War__2197.webp"
"2198","Frenzy Money","","2295","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/080.webp","images/unknown__Frenzy_Money__2198.webp"
"2199","Four Wealth Creatures","","2296","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/277.webp","images/unknown__Four_Wealth_Creatures__2199.webp"
"2200","Fruit &amp; Bar","","2297","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/064.webp","images/unknown__Fruit_amp_Bar__2200.webp"
"2201","Fruit Land","","2298","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/52.webp","images/unknown__Fruit_Land__2201.webp"
"2202","Gathering of Wealth","","2300","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/263.webp","images/unknown__Gathering_of_Wealth__2202.webp"
"2203","Go Neko","","2301","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/087.webp","images/unknown__Go_Neko__2203.webp"
"2204","Giant King Kong","","2302","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/39.webp","images/unknown__Giant_King_Kong__2204.webp"
"2205","Gold Panda Rush","","2303","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/031.webp","images/unknown__Gold_Panda_Rush__2205.webp"
"2206","Goblin Mine","","2304","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/44.webp","images/unknown__Goblin_Mine__2206.webp"
"2207","Golden Bay Sands","","2305","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/076.webp","images/unknown__Golden_Bay_Sands__2207.webp"
"2208","Golden Kingdom","","2307","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/094.webp","images/unknown__Golden_Kingdom__2208.webp"
"2209","God of Wealth 2","","2308","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/289.webp","images/unknown__God_of_Wealth_2__2209.webp"
"2210","Golden Pharaoh","","2309","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/096.webp","images/unknown__Golden_Pharaoh__2210.webp"
"2211","Gold Panning","","2310","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/5.webp","images/unknown__Gold_Panning__2211.webp"
"2212","Greek Mythology","","2311","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/092.webp","images/unknown__Greek_Mythology__2212.webp"
"2213","Great Lion of Africa","","2312","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/255.webp","images/unknown__Great_Lion_of_Africa__2213.webp"
"2214","Insect Master","","2313","Slots|Fishing","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/017.webp","images/unknown__Insect_Master__2214.webp"
"2215","Halloween House","","2314","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/262.webp","images/unknown__Halloween_House__2215.webp"
"2216","Koi Respin 7","","2315","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/022.webp","images/unknown__Koi_Respin_7__2216.webp"
"2217","Hand of Fate","","2316","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/297.webp","images/unknown__Hand_of_Fate__2217.webp"
"2218","Legendary Shaman","","2317","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/079.webp","images/unknown__Legendary_Shaman__2218.webp"
"2219","Honey Boom","","2318","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/294.webp","images/unknown__Honey_Boom__2219.webp"
"2220","Lightning Respin 7","","2319","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/024.webp","images/unknown__Lightning_Respin_7__2220.webp"
"2221","Hoo Hey How slot","","2320","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/14.webp","images/unknown__Hoo_Hey_How_slot__2221.webp"
"2222","Longya Fishing","","2321","Slots|Fishing","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/052.webp","images/unknown__Longya_Fishing__2222.webp"
"2223","HU YEH","","2322","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/282.webp","images/unknown__HU_YEH__2223.webp"
"2224","Lucky Doll","","2323","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/055.webp","images/unknown__Lucky_Doll__2224.webp"
"2225","Lucky Dragon Ball 7","","2324","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/027.webp","images/unknown__Lucky_Dragon_Ball_7__2225.webp"
"2226","Invincible Expedition","","2325","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/13.webp","images/unknown__Invincible_Expedition__2226.webp"
"2227","Lucky Fortune God","","2326","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/089.webp","images/unknown__Lucky_Fortune_God__2227.webp"
"2228","Knock the Mouse","","2327","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/269.webp","images/unknown__Knock_the_Mouse__2228.webp"
"2229","Laughing Maitreya","","2329","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/250.webp","images/unknown__Laughing_Maitreya__2229.webp"
"2230","Lucky Star 2","","2330","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/093.webp","images/unknown__Lucky_Star_2__2230.webp"
"2231","Legendary Gladiator","","2331","","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3103/21.webp","images/unknown__Legendary_Gladiator__2231.webp"
"2232","Magic Treasure","","2332","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3121/099.webp","images/unknown__Magic_Treasure__2232.webp"
